player_id,minutes_played,attempted_passes,xpass_completion_percentage,season_name
2lqRRvNxqr,95,64,0.8939,2022
2lqRRvNxqr,96,33,0.864,2022
2lqRRvNxqr,77,23,0.8191,2022
2lqRRvNxqr,31,19,0.8341000000000001,2022
2lqRRvNxqr,95,49,0.8902,2022
2lqRRvNxqr,100,37,0.802,2022
2lqRRvNxqr,53,10,0.6595000000000001,2022
2lqRRvNxqr,67,32,0.8792000000000001,2022
2lqRRvNxqr,100,42,0.7698,2022
2lqRRvNxqr,49,23,0.9317000000000001,2022
2lqRRvNxqr,34,12,0.7972,2022
2lqRRvNxqr,65,18,0.7561,2022
2lqRRvNxqr,71,29,0.858,2022
2lqRRvNxqr,78,23,0.8135,2022
2lqRRvNxqr,60,18,0.8210000000000001,2023
2lqRRvNxqr,47,13,0.9134,2023
2lqRRvNxqr,73,36,0.833,2023
2lqRRZy2qr,99,62,0.8267,2018
2lqRRZy2qr,96,43,0.8279000000000001,2018
2lqRRZy2qr,102,64,0.7987000000000001,2018
2lqRRZy2qr,107,64,0.8072,2018
2lqRRZy2qr,98,69,0.8692000000000001,2018
2lqRRZy2qr,97,59,0.8447,2018
2lqRRZy2qr,97,105,0.8775000000000001,2018
2lqRRZy2qr,96,88,0.8494,2018
2lqRRZy2qr,103,83,0.8687,2018
2lqRRZy2qr,99,49,0.8763000000000001,2018
2lqRRZy2qr,98,72,0.9095000000000001,2018
2lqRRZy2qr,99,62,0.8522000000000001,2018
2lqRRZy2qr,102,78,0.8548,2018
2lqRRZy2qr,96,85,0.8134,2018
2lqRRZy2qr,100,52,0.8035,2018
2lqRRZy2qr,97,43,0.8479,2018
2lqRRZy2qr,102,51,0.8265,2018
2lqRRZy2qr,97,78,0.8714000000000001,2018
2lqRRZy2qr,95,93,0.8747,2018
2lqRRZy2qr,105,43,0.7565000000000001,2018
2lqRRZy2qr,99,57,0.8824000000000001,2018
2lqRRZy2qr,98,74,0.7636000000000001,2018
2lqRRZy2qr,97,76,0.8312,2018
2lqRRZy2qr,101,81,0.8358,2018
2lqRRZy2qr,95,78,0.8673000000000001,2018
2lqRRZy2qr,99,69,0.8024,2018
2lqRRZy2qr,95,69,0.8829,2018
2lqRRZy2qr,97,57,0.8653000000000001,2018
2lqRRZy2qr,102,96,0.8197,2018
2lqRRZy2qr,96,57,0.7833,2018
2lqRRZy2qr,105,95,0.8681000000000001,2018
2lqRRZy2qr,98,53,0.7722,2018
2lqRRZy2qr,101,113,0.8788,2018
2lqRRZy2qr,97,36,0.7223,2018
2lqRRZy2qr,98,92,0.8147000000000001,2018
2lqRRZy2qr,99,46,0.6802,2018
2lqRRZy2qr,99,60,0.8300000000000001,2018
2lqRRZy2qr,104,92,0.8825000000000001,2018
2lqRRZy2qr,53,54,0.8536,2019
2lqRRZy2qr,103,64,0.8316,2019
2lqRRZy2qr,100,56,0.8278000000000001,2019
2lqRRZy2qr,96,80,0.8573000000000001,2019
2lqRRZy2qr,97,44,0.8401000000000001,2019
2lqRRZy2qr,98,69,0.8062,2019
2lqRRZy2qr,88,63,0.8853000000000001,2019
2lqRRZy2qr,100,66,0.8942,2019
2lqRRZy2qr,96,86,0.8508,2019
2lqRRZy2qr,67,38,0.8133,2019
2lqRRZy2qr,102,58,0.8257,2019
2lqRRZy2qr,102,73,0.8289000000000001,2019
2lqRRZy2qr,99,44,0.8461000000000001,2019
2lqRRZy2qr,100,56,0.8327,2019
